,id,url,verified,username,fullname,avatar,timestamp,text,links,isQuote,isRetweet,isReply,replyingTo,likes,replies,retweets,quotes,searchQuery,quotedTweet,images
10,1848554804504617472,https://twitter.com/ceveriss2126/status/1848554804504617394,False,@ceveriss2126,Charlie Everiss,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1566434455291629570/JiqdzRUe.jpg,2024-10-22 02:39:00+00:00,"Bron winning the title back has no negatives, Bron gets a second chance to be the dominating champion he should've been in the first run, Jey got his moment and the temu bloodline costing him the title won't affect Jey in the long run.",[],False,False,True,['/MrSantiZap'],1,0,0,0,Temu,,
11,1848554682844909824,https://twitter.com/casaverde83/status/1848554682844909933,True,@casaverde83,Casa Verde Solutions,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1768829302806863872/DCTYYKgf.jpg,2024-10-22 02:39:00+00:00,Have faith in the PLAN the same way people have faith in Temu 🤣,[],True,False,True,['/casaverde83'],0,0,0,0,Temu,"{'url': 'https://twitter.com/BigALonX/status/1848544174120837343', 'avatar': '', 'username': '@BigALonX', 'fullname': 'Big AL', 'timestamp': '2024-10-22T01:57:00.000Z', 'links': [], 'images': ['https://cdn.xcancel.comhttps://pbs.twimg.com/media/GadZISVXMAA7UiV.jpg']}",['https://cdn.xcancel.comhttps://pbs.twimg.com/media/GadZISVXMAA7UiV.jpg']
12,1848554663110467840,https://twitter.com/younggod59/status/1848554663110467866,False,@younggod59,(sole survivor),https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1536902367769141248/y0OtJERO.jpg,2024-10-22 02:39:00+00:00,"Our country sucks, we can’t even have Temu😭😂",[],False,False,True,['/chinaspotlight1'],0,0,0,0,Temu,,
13,1848554564859085056,https://twitter.com/x_06aayzd3l/status/1848554564859084948,False,@x_06aayzd3l,06aayzd3l,https://cdn.xcancel.comhttps://pbs.twimg.com/abs.twimg.com/sticky/default_profile_images/default_profile.png,2024-10-22 02:38:00+00:00,"he even had little thought for any of his meals，  👾🛁🏤💣 .

Temu Promo code ➡️ 🔴acs583731🔴 30% off for new app user

If you have already downloaded the app,
enter ➡️ 🔴acs583731🔴 in the search field! 🔍
💸30% discount coupon💸

Voucher",[],False,False,False,,0,0,0,0,Temu,,
14,1848554556524732928,https://twitter.com/vanillascals/status/1848554556524732814,False,@vanillascals,jo 𝜗𝜚,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1811601089738997760/MXYcfmfj.jpg,2024-10-22 02:38:00+00:00,ur new girl looks like a temu version of me babes 😭,[],False,False,False,,1,1,0,0,Temu,,
15,1848552565404729344,https://twitter.com/SSRC223/status/1848552565404729388,False,@SSRC223,SSRC,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1843352165642809344/M8MZe2ZY.jpg,2024-10-22 02:30:00+00:00,Silver lining(very thin lining)….. temu bloodline is getting their a$$e$ kicked on Friday!!!!! #WWERaw #SmackDown,"['https://twitter.com/search?q=%23WWERaw', 'https://twitter.com/search?q=%23SmackDown']",False,True,False,,3,0,2,0,Temu,,
16,1848554487981523456,https://twitter.com/worshipsLNL/status/1848554487981523440,False,@worshipsLNL,worshipsladynina,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/378800000486119326/67289ca42064f051cc8a9d3b2612d98a.jpeg,2024-10-22 02:38:00+00:00,"he seen through the heavy fringe, as if specially reserved for the moon. 🤾‍♂️🥚🥋🎫 .

Temu Promo code ➡️ 🔴acs583731🔴 30% off for new app user

If you have already downloaded the app,
enter ➡️ 🔴acs583731🔴 in the search field! 🔍
💸30% discount coupon💸

Voucher",[],False,False,False,,0,0,0,0,Temu,,
17,1848554360936042496,https://twitter.com/augiegirl5/status/1848554360936042603,False,@augiegirl5,Andrea Treptow,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/625622682353147904/Qt7Lpq97.jpg,2024-10-22 02:37:00+00:00,"Can you accept my invitation so I can get free gifts worth up to $80?🎁
Search my code in Temu or tap my link to download & accept my invite
338698363
temu.com/s/9lJYKTjxfUlTh",['https://temu.com/s/9lJYKTjxfUlTh'],False,False,False,,0,0,0,0,Temu,,
18,1848554214873518080,https://twitter.com/Itsddsfault/status/1848554214873518115,False,@Itsddsfault,Ddsfault,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1710952857141194752/8QDfeM25.jpg,2024-10-22 02:37:00+00:00,Shapewear and/or her new Temu bra,[],False,False,True,['/deekat82'],0,0,0,0,Temu,,
19,1848554082748776960,https://twitter.com/HallettFay/status/1848554082748776899,False,@HallettFay,Marlena Fay Hallett,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1816952247617519616/ShIdUwpq.jpg,2024-10-22 02:36:00+00:00,"Can you accept my invitation so I can get free gifts worth up to $80?🎁
Search my code in Temu or tap my link to download & accept my invite
344012352
temu.com/s/7IN2THuJPGW4rMmN",['https://temu.com/s/7IN2THuJPGW4rMmN'],False,False,False,,0,0,0,0,Temu,,
20,1848554032207388672,https://twitter.com/_danielgj/status/1848554032207388771,True,@_danielgj,ً,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1743917404869251072/Lun3FLTu.jpg,2024-10-22 02:36:00+00:00,Temu org camtok i won’t hesitate to slap their faces in public,[],True,False,False,,0,0,0,0,Temu,"{'url': 'https://twitter.com/RadioGenoa/status/1848206622805385423', 'avatar': '', 'username': '@RadioGenoa', 'fullname': 'RadioGenoa', 'timestamp': '2024-10-21T03:36:00.000Z', 'text': ""Even in Tokyo. The Japanese don't seem to appreciate this circus."", 'links': []}",
21,1848553629214494720,https://twitter.com/MAST_Cyber/status/1848553629214494798,False,@MAST_Cyber,Make America Safer Today 🇺🇲 🇺🇦,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1497594980730290179/CY6gWY8e.jpg,2024-10-22 02:35:00+00:00,Temu Hercules still upset that Ukraine turned down 45's request for election interference.,[],False,False,True,['/ksorbs'],1,0,0,0,Temu,,
22,1848553614182154240,https://twitter.com/amberjamesphoto/status/1848553614182154350,True,@amberjamesphoto,"✨Amber, lil witchy cryptid✨",https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1821766465034334209/uYoTbYR-.jpg,2024-10-22 02:35:00+00:00,Man looks like if the Temu version of the vocalist from The Darkness and Game of Thrones extra had a child and sounds like neither parent ever told him he was special,[],False,False,True,"['/courtSANDS', '/ya_boy_moondog']",0,0,0,0,Temu,,
23,1848298986203209984,https://twitter.com/SA1st_PSAF/status/1848298986203209909,False,@SA1st_PSAF,Kgomotso #MaAfrikaBorwaPele,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1829817728305168385/Cm2kWk9t.jpg,2024-10-21 09:43:00+00:00,"The nerve of @TAKEALOT ! Hiring foreigners while SA’s unemployment rate is sky-high, yet telling SARS to force Shein and Temu to create local jobs? How about you start by creating jobs for South Africans first! 🇿🇦 #SupportLocalJobs #UnemploymentCrisis","['https://twitter.com/TAKEALOT', 'https://twitter.com/search?q=%23SupportLocalJobs', 'https://twitter.com/search?q=%23UnemploymentCrisis']",True,True,False,,419,9,132,0,Temu,"{'url': 'https://twitter.com/BDliveSA/status/1848221224788218264', 'avatar': '', 'username': '@BDliveSA', 'fullname': 'Business Day', 'timestamp': '2024-10-21T04:34:00.000Z', 'text': 'Force Shein and Temu to create SA jobs, Takealot tells Sars businesslive.co.za/bd/compan…', 'links': ['https://www.businesslive.co.za/bd/companies/retail-and-consumer/2024-10-21-force-shein-and-temu-to-create-sa-jobs-takealot-tells-sars/?utm_medium=Social&utm_source=Twitter#Echobox=1729485251']}",
24,1848553322891911424,https://twitter.com/ycdxsx31l/status/1848553322891911447,False,@ycdxsx31l,ycdxsx31l,https://cdn.xcancel.comhttps://pbs.twimg.com/abs.twimg.com/sticky/default_profile_images/default_profile.png,2024-10-22 02:33:00+00:00,"Even though he did exactly what he was told, yet he couldn’t  🖌💙🪄🎁 .

Temu Promo code ➡️ 🔴acs583731🔴 30% off for new app user

If you have already downloaded the app,
enter ➡️ 🔴acs583731🔴 in the search field! 🔍
💸30% discount coupon💸

Voucher",[],False,False,False,,0,0,0,0,Temu,,
25,1848553286376251648,https://twitter.com/ElCaneloPacManX/status/1848553286376251713,False,@ElCaneloPacManX,Diego Alejandro Robles,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1754294533603594240/vjaB-v6z.jpg,2024-10-22 02:33:00+00:00,And All Thanks To Bloodline Temu,[],False,False,True,['/WrestleOps'],0,0,0,0,Temu,,
26,1848221224788218368,https://twitter.com/BDliveSA/status/1848221224788218264,False,@BDliveSA,Business Day,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1179426844845719552/G5arcV_Z.jpg,2024-10-21 04:34:00+00:00,"Force Shein and Temu to create SA jobs, Takealot tells Sars businesslive.co.za/bd/compan…",['https://www.businesslive.co.za/bd/companies/retail-and-consumer/2024-10-21-force-shein-and-temu-to-create-sa-jobs-takealot-tells-sars/?utm_medium=Social&utm_source=Twitter#Echobox=1729485251'],False,True,False,,544,120,119,90,Temu,,
27,1848258318604677632,https://twitter.com/joburglawyer/status/1848258318604677526,False,@joburglawyer,Joburg lawyer,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/3384245754/12011b9686007cb7450893e6ba318e10.jpeg,2024-10-21 07:01:00+00:00,"The SA government (or the ANC part thereof) prevented Starlink from entering the SA market despite an offer of a free service to rural areas, until it met BEE requirements. No such demands on Chinese companies Shein and Temu.",[],False,True,False,,436,43,114,6,Temu,,
28,1848553001083900160,https://twitter.com/AllThingsQueer_/status/1848553001083900223,False,@AllThingsQueer_,Bex 🏳️‍🌈,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1845933671854837760/IXMme77O.jpg,2024-10-22 02:32:00+00:00,Literally I have family who watch the show and the small times I mention temu every single time they are like who’s that? And they watch the show lol,[],True,False,False,,0,0,0,0,Temu,"{'url': 'https://twitter.com/bewildered_bi/status/1848115598657818709', 'avatar': '', 'username': '@bewildered_bi', 'fullname': 'rose 🥀 - ghostface buck era', 'timestamp': '2024-10-20T21:34:00.000Z', 'text': 'Being a bucktommy fan just seems so boring, like sure it’s canon (for now) but at what cost??? no screen time, no chemistry, no friendship, no bonding, just some snarky remarks and disappointment. So curious what other media that side of the fandom consumes. Colleen Hoover??', 'links': []}",
29,1848552737652252928,https://twitter.com/slurzino/status/1848552737652252875,False,@slurzino,slurzino,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1847381603305345029/03GlSx7V.jpg,2024-10-22 02:31:00+00:00,solo and the temu bloodline interfering and costing jey the title was the right choice whether you want to hear it or not. it sets up jey to begin rebuilding with the original bloodline. it also sets up a jey revenge arc against solo basically taking back what he said on friday,[],False,False,True,['/MrSantiZap'],0,0,0,0,Temu,,
30,1848552665774756096,https://twitter.com/CORAZONEZS/status/1848552665774756176,False,@CORAZONEZS,"— レイバ , JANE LEYBA !",https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1827181876756246528/MIldgpLb.jpg,2024-10-22 02:31:00+00:00,"“No, I’d get kicked off the student council for sure…” 

 ( Jane shuddered at the thought. She felt like a Temu worker without an exit in the council. )",[],True,False,False,,0,0,0,1,Temu,"{'url': 'https://twitter.com/exorcisingdeath/status/1848548944525033522', 'avatar': '', 'username': '@exorcisingdeath', 'fullname': '♡~𝙉𝙖𝙩𝙨𝙪𝙝𝙞𝙠𝙤!', 'timestamp': '2024-10-22T02:16:00.000Z', 'text': ""[Natsuhiko just laughed, entirely unconcerned. What would the teachers due, willingly drag him back to class?]\n\nI'm not worried about that. I'm a hard guy to catch~☆ \n\nWhat about you , though? you're not a serial skipper like me, are you?"", 'links': []}",
31,1848552548200026624,https://twitter.com/HeelQueen135/status/1848552548200026609,True,@HeelQueen135,Sarah. 🌸,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1827865082275225600/m6qmHG0Z.jpg,2024-10-22 02:30:00+00:00,So is this how Jey sides with Roman? Wanting revenge on Temu bloodline for costing him the IC title???,[],False,False,False,,1,0,0,0,Temu,,
32,1848552521058402816,https://twitter.com/TemuPenis/status/1848552521058402713,False,@TemuPenis,text man,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1780080645068226560/hYD9YlF8.jpg,2024-10-22 02:30:00+00:00,I wanna fight My neighbor really bad it has to happen,[],False,False,False,,0,0,0,0,Temu,,
33,1848552487881478656,https://twitter.com/BloodlineShield/status/1848552487881478634,True,@BloodlineShield,🍂🍁 Stephanie 🎃 👻,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1844904230743662596/xlJa7o35.jpg,2024-10-22 02:30:00+00:00,"I honestly thought Roman & Jimmy would come out to help Jey, too.  But I also knew Temu Tribal Chief was going to interfere.",[],False,False,True,['/uceyusos'],0,0,0,0,Temu,,
34,1848552406373536000,https://twitter.com/eddienochez/status/1848552406373535911,False,@eddienochez,C ⛈️,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1844627221563965443/GFDTWNu4.jpg,2024-10-22 02:30:00+00:00,"she’s funny bc the moment buck knows that eddie is single and likes men, buck is finding reasons to dump temu. there’s no universe where eddie is gay, buck is bi, and buck chooses anyone other than his best friend, partner, confidant, & the father of a kid he loves like his own",[],False,False,True,['/evakbuddie'],1,0,0,0,Temu,,
35,1848550465598066944,https://twitter.com/JaiIpose/status/1848550465598067069,False,@JaiIpose,ken,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1805828597619605504/p_1lYGjE.jpg,2024-10-22 02:22:00+00:00,So yeah Henry is almost at 1000 rushing yards on da season already. We ain’t even in November,[],False,True,False,,49,0,40,6,Temu,,
36,1848552281039638784,https://twitter.com/SagunRestaurant/status/1848552281039638689,False,@SagunRestaurant,Sagun Restaurant,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1816618884545544192/M6ng2ojT.png,2024-10-22 02:29:00+00:00,"🎉Up to 5,000円 PayPay points! 🎁You have a present from TEMU! Click and accept my invitation on Temu to redeem PayPay points👉
temu.com/s/vy6mbTjxfIye5q",['https://temu.com/s/vy6mbTjxfIye5q'],False,False,False,,0,0,0,0,Temu,,
37,1848552222637871360,https://twitter.com/Ap8380799Draco/status/1848552222637871256,False,@Ap8380799Draco,Abhi X Reigns (R & R-1316),https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1833538481198350336/zLo3K20c.jpg,2024-10-22 02:29:00+00:00,"You forgot to mention 
(Temu tribal chief solo sikoa)
Cause otc isn't here",[],False,False,True,['/ibeastIess'],0,0,0,0,Temu,,
38,1848552041775509760,https://twitter.com/Vtechnical4/status/1848552041775509848,False,@Vtechnical4,Vtechnical,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1820282855961788416/J7ppLEOj.jpg,2024-10-22 02:28:00+00:00,Nuking for goldberg from temu is crazy,[],False,False,True,['/AJPratham12'],0,0,0,0,Temu,,
39,1848551900356218880,https://twitter.com/Sui_N19/status/1848551900356218945,False,@Sui_N19,Sui☻取引用,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1277067059700969473/0zf2-628.jpg,2024-10-22 02:28:00+00:00,"Can you take the item and accept my invitation? Only 3 steps, take your free items from top-notch activity TEMU Fishland and help me get mine! 
Search my code in Temu or tap my link to download & accept my invite
394627549
temu.com/s/z8MsehZ5PWmvj6AD",['https://temu.com/s/z8MsehZ5PWmvj6AD'],False,False,False,,0,0,0,0,Temu,,
40,1848551838553149696,https://twitter.com/Bcto211/status/1848551838553149569,False,@Bcto211,SunnyBoyMania,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1838394039978135552/dcEGAtck.jpg,2024-10-22 02:27:00+00:00,I think Jey Uso will cost the temu bloodline their tag titles whenever they eventually face MCMG. It would be payback for them costing him his ic championship,[],False,False,True,['/MrSantiZap'],0,0,0,0,Temu,,
41,1848551835935666688,https://twitter.com/Erika8244510/status/1848551835935666590,False,@Erika8244510,Erika Lockhart,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/420135357057740801/fPKZgcCw.jpeg,2024-10-22 02:27:00+00:00,"Can you accept my invitation so I can get free gifts worth up to $80?🎁
Search my code in Temu or tap my link to download & accept my invite
361418622
temu.com/s/RDzIqVs4vR25eSk",['https://temu.com/s/RDzIqVs4vR25eSk'],False,False,False,,0,0,0,0,Temu,,
42,1848551818311438336,https://twitter.com/Sui_N19/status/1848551818311438449,False,@Sui_N19,Sui☻取引用,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1277067059700969473/0zf2-628.jpg,2024-10-22 02:27:00+00:00,"Can you take the item and accept my invitation? Only 3 steps, take your free items from top-notch activity TEMU Fishland and help me get mine! 
Search my code in Temu or tap my link to download & accept my invite
394627549
temu.com/s/Xup8ToxMtRGzv",['https://temu.com/s/Xup8ToxMtRGzv'],False,False,False,,0,0,0,0,Temu,,
43,1848551810950197504,https://twitter.com/TheyyyluvTyy5/status/1848551810950197577,False,@TheyyyluvTyy5,Asia,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1846014170660999168/dvuzrY4A.jpg,2024-10-22 02:27:00+00:00,I so sorry Jey😭 fuck triple H  fuck that Temu bloodline fuck bron breaker Fuck all of you bitches 🤬,[],False,False,False,,0,0,0,0,Temu,,
44,1848551756692689152,https://twitter.com/fosterfrenzy13/status/1848551756692689118,False,@fosterfrenzy13,Jodi Foster,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1686234941984485379/ehhOnYg-.jpg,2024-10-22 02:27:00+00:00,"Can you accept my invitation so I can get free gifts worth up to $80?🎁
Search my code in Temu or tap my link to download & accept my invite
394243552
temu.com/s/N13T531L9MDCbSJx",['https://temu.com/s/N13T531L9MDCbSJx'],False,False,False,,0,0,0,0,Temu,,
45,1848551514559639808,https://twitter.com/IPAzRGR8/status/1848551514559639919,False,@IPAzRGR8,Jason Hamby,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1455186120661217289/FFI0JiDz.jpg,2024-10-22 02:26:00+00:00,"Though, he would running for 3.9 YPC behind this Temu Oline.",[],False,False,True,['/timeforjeffrey'],0,1,0,0,Temu,,
46,1848551398486454784,https://twitter.com/firearmsfriday/status/1848551398486454734,True,@firearmsfriday,Firearms Friday,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/766340643312369664/W0demoUl.jpg,2024-10-22 02:26:00+00:00,"Only $12 on Temu, has to be legit.",[],False,False,True,['/LawSelfDefense'],1,0,0,0,Temu,,
47,1848551283193499904,https://twitter.com/RobynBa45981459/status/1848551283193499935,False,@RobynBa45981459,Robyn Baker,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1610100508160663552/LyBBmDEI.png,2024-10-22 02:25:00+00:00,"Can you accept my invitation so that I can get a free gift worth up to $80?🎁 I've got 10 free gift(s), valued at $2.21 in total. 
Search my code in Temu or tap my link to download & accept my invite
384220836
temu.com/s/DmOg17iSUa4d6",['https://temu.com/s/DmOg17iSUa4d6'],False,False,False,,0,0,0,0,Temu,,
48,1848551263148949760,https://twitter.com/fosterfrenzy13/status/1848551263148949722,False,@fosterfrenzy13,Jodi Foster,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1686234941984485379/ehhOnYg-.jpg,2024-10-22 02:25:00+00:00,"Can you accept my invitation so I can get free gifts worth up to $80?🎁
Search my code in Temu or tap my link to download & accept my invite
394243552
temu.com/s/fqU717iSUaPI2lX",['https://temu.com/s/fqU717iSUaPI2lX'],False,False,False,,0,0,0,0,Temu,,
49,1848551182484312320,https://twitter.com/RobynBa45981459/status/1848551182484312320,False,@RobynBa45981459,Robyn Baker,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1610100508160663552/LyBBmDEI.png,2024-10-22 02:25:00+00:00,"Can you accept my invitation so that I can get a free gift worth up to $80?🎁 I've got 10 free gift(s), valued at $2.21 in total. 
Search my code in Temu or tap my link to download & accept my invite
384220836
temu.com/s/5Ve7g3WOgZwu35I",['https://temu.com/s/5Ve7g3WOgZwu35I'],False,False,False,,0,0,0,0,Temu,,
50,1848551150829633792,https://twitter.com/fosterfrenzy13/status/1848551150829633915,False,@fosterfrenzy13,Jodi Foster,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1686234941984485379/ehhOnYg-.jpg,2024-10-22 02:25:00+00:00,"Can you accept my invitation so I can get free gifts worth up to $80?🎁
Search my code in Temu or tap my link to download & accept my invite
394243552
temu.com/s/fYv8qpfPgbm9sI",['https://temu.com/s/fYv8qpfPgbm9sI'],False,False,False,,0,0,0,0,Temu,,
51,1848551134572777728,https://twitter.com/sux_okra/status/1848551134572777816,False,@sux_okra,MCRN🛡️🇺🇲,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1843001986846691328/y_z5nd2m.jpg,2024-10-22 02:25:00+00:00,TEMU HEALTHCARE APPROVED 5 🥔🥔🥔🥔🥔,[],False,False,True,['/MarioNawfal'],0,0,0,0,Temu,,
52,1848551064452174336,https://twitter.com/RobynBa45981459/status/1848551064452174216,False,@RobynBa45981459,Robyn Baker,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1610100508160663552/LyBBmDEI.png,2024-10-22 02:24:00+00:00,"Can you accept my invitation so that I can get a free gift worth up to $80?🎁 I've got 10 free gift(s), valued at $2.21 in total. 
Search my code in Temu or tap my link to download & accept my invite
384220836
temu.com/s/QnfU1pyaNc1hUL",['https://temu.com/s/QnfU1pyaNc1hUL'],False,False,False,,0,0,0,0,Temu,,
53,1848551026263036160,https://twitter.com/_11callista/status/1848551026263036073,False,@_11callista,Callista Hobbs,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1785539859202850816/PpX3HBs4.jpg,2024-10-22 02:24:00+00:00,"Solo better get ready for what’s to come from Jey. I need to see Jey crash out again, and take his anger out. Not only is he very pissed off with Solo and Temu Bloodline, but he’s still mad at Roman and Jimmy. I can see Jey blaming both of them for dragging him into all of this.",[],False,False,True,['/conman167'],0,0,0,0,Temu,,
54,1848550940066123776,https://twitter.com/EarthChildKobi/status/1848550940066123896,False,@EarthChildKobi,EarthChildKobi,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1797005108590338049/D30dgYt3.jpg,2024-10-22 02:24:00+00:00,@X X get Temu off my feed. Not interested,['https://twitter.com/X'],False,False,False,,0,0,0,0,Temu,,
55,1848550886995284224,https://twitter.com/Onoyalldidnt/status/1848550886995284306,False,@Onoyalldidnt,Oba,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/1799916783823949824/exULxZSP.jpg,2024-10-22 02:24:00+00:00,"Ima be honest AIR, the story is definitely there, by winning the title it was him proving that he didn’t need the bloodline like Roman said, now Roman and Jimmy are crumbling and want his help, good way to get him back is by Temu bloodline making Jey lose his title",[],False,False,True,"['/AIRGold_', '/WrestleOps']",0,0,0,0,Temu,,
56,1791302406799851520,https://twitter.com/Cheeseboy22/status/1791302406799851555,False,@Cheeseboy22,Abe Yospe,https://cdn.xcancel.comhttps://pbs.twimg.com/profile_images/3144973030/2e66815e472a53f7e29e76e7ea45e897.jpeg,2024-05-17 02:59:00+00:00,"Saw that my son searched for ""horses"" on Temu.",[],False,True,False,,24,3,4,0,Temu,,
